Time(s);F1(l/h);F2(l/h);T1(degC);T2(degC);T3(degC);T4(degC);Configurazione
1247;166;666;15.45;51.77;33.48;45.78;Equicorrente
1248;166;558;15.45;51.77;33.48;45.78;Equicorrente
1249;166;463;15.45;51.66;33.48;45.78;Equicorrente
1250;166;546;15.45;51.66;33.48;45.78;Equicorrente
1251;166;581;15.45;51.66;33.48;45.68;Equicorrente
1252;166;563;15.45;51.66;33.48;45.68;Equicorrente
1253;166;596;15.45;51.66;33.37;45.78;Equicorrente
1255;166;516;15.55;51.66;33.48;45.68;Equicorrente
1256;166;519;15.45;51.66;33.48;45.68;Equicorrente
1257;166;507;15.45;51.66;33.37;45.78;Equicorrente
1258;166;518;15.45;51.66;33.48;45.68;Equicorrente
1259;164;502;15.45;51.66;33.48;45.68;Equicorrente
1260;166;592;15.45;51.66;33.48;45.68;Equicorrente
1261;166;527;15.45;51.66;33.48;45.68;Equicorrente
1262;166;572;15.45;51.66;33.48;45.68;Equicorrente
1263;166;592;15.45;51.66;33.48;45.68;Equicorrente
1264;166;587;15.45;51.66;33.37;45.68;Equicorrente
1265;166;694;15.45;51.66;33.48;45.68;Equicorrente
1266;166;663;15.45;51.66;33.48;45.68;Equicorrente
1267;166;589;15.45;51.66;33.48;45.68;Equicorrente
1268;166;633;15.45;51.66;33.48;45.57;Equicorrente
1269;166;593;15.45;51.66;33.48;45.57;Equicorrente
1270;166;607;15.45;51.55;33.48;45.57;Equicorrente
1271;167;583;15.45;51.55;33.48;45.57;Equicorrente
1272;166;587;15.45;51.66;33.48;45.57;Equicorrente
1273;166;563;15.45;51.55;33.48;45.57;Equicorrente
1274;166;632;15.45;51.55;33.48;45.57;Equicorrente
1275;166;650;15.45;51.55;33.48;45.57;Equicorrente
1276;166;568;15.45;51.55;33.48;45.57;Equicorrente
1277;166;616;15.45;51.55;33.48;45.57;Equicorrente
1278;166;514;15.45;51.55;33.48;45.57;Equicorrente
1279;166;544;15.45;51.55;33.37;45.57;Equicorrente
1280;167;527;15.45;51.55;33.48;45.57;Equicorrente
1281;166;431;15.45;51.55;33.37;45.57;Equicorrente
1282;166;518;15.45;51.55;33.48;45.57;Equicorrente
1283;166;569;15.45;51.55;33.48;45.47;Equicorrente
1285;166;538;15.45;51.45;33.48;45.57;Equicorrente
1286;166;563;15.45;51.55;33.48;45.57;Equicorrente
1287;166;698;15.55;51.45;33.48;45.47;Equicorrente
1288;166;614;15.45;51.45;33.48;45.47;Equicorrente
1289;166;592;15.55;51.45;33.37;45.47;Equicorrente
1290;164;586;15.45;51.45;33.37;45.47;Equicorrente
1291;166;496;15.45;51.45;33.37;45.47;Equicorrente
1292;166;501;15.45;51.45;33.37;45.47;Equicorrente
1293;166;577;15.45;51.45;33.37;45.47;Equicorrente
1295;166;555;15.45;51.34;33.37;45.47;Equicorrente
1296;166;559;15.45;51.34;33.37;45.47;Equicorrente
1297;166;607;15.45;51.34;33.48;45.47;Equicorrente
1298;166;558;15.45;51.34;33.37;45.47;Equicorrente
1299;166;544;15.45;51.45;33.37;45.47;Equicorrente
1300;166;529;15.45;51.34;33.48;45.47;Equicorrente
1301;166;594;15.45;51.34;33.48;45.47;Equicorrente
1303;166;559;15.45;51.34;33.37;45.47;Equicorrente
1304;166;469;15.45;51.34;33.37;45.37;Equicorrente
1305;166;541;15.45;51.34;33.37;45.37;Equicorrente
1306;166;563;15.55;51.34;33.37;45.37;Equicorrente
